word,sentence,word_mean
humanity,"I've told you, I just want my ration of common humanity.",people in general
pill,"When Ramjet takes a Proton Pill, The crooks begin to worry.",a small solid piece of medicine that a person swallows without chewing (= crushing with the teeth )
las,"Mike, you don't come to Las Vegas and talk to a man like Moe Greene like that!","the largest city in the southwestern US state of Nevada, which is famous for its entertainment and casinos (= places where one can bet money in games and on machines )"
racing,I'm racing her at Thunder Road.,competition in races
elder,You have an elder brother.,"an older person , especially one with a respected position in society"
safer,It's safer to teach you English!,not in danger or likely to be harmed
stabbed,Her father stabbed her through the heart.,past simple and past participle of stab
cities,I'm not picking up any cities or technology.,a large town
complaining,What are you complaining about?,the act of saying that something is wrong or not satisfactory
inches,A rock hammer is about six or seven inches long.,"a unit used for measuring length , approximately equal to 2.54 centimetres , sometimes shown by the symbol ″"
phase,This is the last phase.,any stage in a series of events or in a process of development
flame,"That was Amber, Amber Flame.","a stream of hot , burning gas from something on fire"
aircraft,"We can't launch any aircraft yet, sir.","any vehicle , with or without an engine , that can fly , such as a plane or helicopter"
dignity,You should give him his dignity.,"calm , serious , and controlled behaviour that makes people respect you"
fires,"Light fires, cook food, wash clothes.","the state of burning that produces flames that send out heat and light , and might produce smoke"
borrowed,"My dear Aknot, how about those two planes you borrowed?",past simple and past participle of borrow
completed,Your call cannot be completed as dialed.,past simple and past participle of complete
nowadays,Maybe I was what you nowadays call a stooge.,"at the present time , in comparison to the past"
sheets,The sheets had never been slept in.,a large quantity of rain
counselor,I have declared Phillip my high counselor.,someone who is trained to listen to people and give them advice about their problems
actors,Live action with the actors in a submersible mock-up on stage in 1988-89.,"someone who pretends to be someone else while performing in a film , play , or television or radio programme"
roads,"Where we're going, we don't need roads.","a long , hard surface built for vehicles to travel along"
ford,President Ford escaped possible assassination today.,an area in a river or stream that is not deep and can be crossed on foot or in a vehicle
advanced,My scouts tell me that he has not advanced.,modern and well developed
benny,Me and Benny have lunch together.,"a pill containing Benzedrine, which is a type of amphetamine (= a drug that makes the mind or body more active )"
limits,This area is off-limits!,limit
en,"An innocent victim of blind justice, falsely convicted for the murder of his wife, reprieved by fate when a train wreck freed him en route to the death house.",used to form verbs that mean to put into or onto something
companies,"Captain, all companies are awaiting your orders.",an organization that sells goods or services in order to make money
backwards,Now you play it backwards!,towards the direction that is opposite to the one in which you are facing or opposite to the usual direction
grounds,You've plenty of grounds.,the gardens and land that surround a building and often have a wall or fence around them
galaxy,It began with the landing of a craft from another galaxy.,one of the independent groups of stars in the universe
supreme,"With that kind of money, you can buy the Supreme Court.","having the highest rank , level , or importance"
tire,What if you tire before it's done?,"to begin to feel as if you have no energy and want to rest or go to sleep , or to make someone feel this way"
yen,I got a yen for the seashore.,the standard unit of money used in Japan
inner,You are about to experience the awe and mystery which reaches from the inner mind to...,inside or contained within something else
pistol,Take off that pistol belt.,a small gun that is held in and fired from one hand
exposed,You've all been exposed to it.,having no protection from bad weather
recognized,This garbage was recognized by my associate at lunch from several years ago in New York.,"If someone or something is recognized, it is generally accepted that that person or thing has a particular position or quality"
ham,And now this ham-handed segue into your questionnaire.,"pig's meat from the leg or shoulder , preserved with salt or smoke"
symbol,It's a symbol of your desire to return to reality.,"a sign , shape , or object that is used to represent something else"
shining,"A shining beacon in space, all alone in the night.",sending out or reflecting light
warp,Let's do the time warp again,"If wood warps, or if water or heat warps it, it becomes damaged by bending or twisting"
drops,"Night drops as always, sir.",liquid medicine given in very small amounts
introduced,I don't believe we've been introduced.,past simple and past participle of introduce
cooperate,"Look, I was told to cooperate.","to act or work together for a particular purpose , or to be helpful by doing what someone asks you to do"
laughed,Dekins blinked for a second then he laughed and actually shook Andy's hand.,past simple and past participle of laugh
sheet,You're white as a sheet.,a large piece of thin cloth used on a bed for sleeping on or under
toss,Toss 'em in Jimmie's garbage bag.,to throw something carelessly
wreck,"An innocent victim of blind justice, falsely convicted for the murder of his wife, reprieved by fate when a train wreck freed him en route to the death house.",to destroy or badly damage something
preparing,We are preparing to orbit the planet.,present participle of prepare
sharing,"This is not sharing, this is leftovers.",present participle of share
limited,I'd like to be again on a limited basis.,small in amount or number
conspiracy,"Hippy, you think everything's a conspiracy.",the activity of secretly planning with other people to do something bad or illegal
tag,"What do you mean, tag along?","a small piece of paper , cloth , or metal with information on it, tied or stuck onto something, or worn by a person or an animal"
function,He had some minor function on my staff in Cairo.,the natural purpose (of something) or the duty (of a person )
thunder,I'm racing her at Thunder Road.,the sudden loud noise that comes from the sky especially during a storm
photographs,I was able to take several photographs of the male visitor.,a picture produced using a camera
picnic,I thought we might have a picnic tomorrow.,"an occasion when you have an informal meal of sandwiches , etc. outside , or the food itself"
blessing,"If he gives his permission, then you have my blessing.","a request by a priest for God to take care of a particular person or a group of people , or God's act of doing this"
abuse,"I got a threshold, Jules, for the abuse that I will take.",to use something for the wrong purpose in a way that is harmful or morally wrong
marked,This marked the first manned attempt to reach this distant planet.,A marked change or difference in behaviour or in a situation is very obvious or noticeable
cuts,"But what they're sayin', girl it cuts like a knife",reductions in public spending
technique,Got my technique down and everything.,a way of doing an activity that needs skill
september,"Come September, the picnic's over.","the ninth month of the year , after August and before October"
chicks,You know how you pick up chicks in this country?,"a baby bird , especially a young chicken"
assigned,And they were each assigned very hazardous duties.,past simple and past participle of assign
gathered,"Dearly beloved, we're gathered here in the sight of God and in the presence of these witnesses to join this man and this woman in holy matrimony.",past simple and past participle of gather
examine,Be so kind as to examine it.,to look at or consider a person or thing carefully and in detail in order to discover something about them
potato,"Hot potato, off his drawers, pluck to make amends.","a round vegetable that grows underground and has white flesh with light brown , red , or pink skin , or the plant on which these grow"
recovered,These are some of the things we recovered from your stateroom.,past simple and past participle of recover
instant,Specifically on the condition of your leaving England and to be stopped the instant of your return.,"happening immediately , without any delay"
communication,We can certainly afford to be out of communication for the short time it will take to replace it.,the act of communicating with people
arrival,Did Tony's first appearance happen to coincide with your arrival here?,the fact of arriving somewhere
poisoned,Somebody's poisoned the water hole.,past simple and past participle of poison
practical,He seems to be quite practical.,"relating to experience , real situations , or actions rather than ideas or imagination"
profession,Perhaps you should try a new profession.,"any type of work that needs special training or a particular skill , often one that is respected because it involves a high level of education"
groups,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders.",a number of people or things that are put together or considered as a unit
demands,I never had to pay the vigorish he demands.,the difficult things that you have to do
warren,"Sergeant Warren, you bring that honcho over here.",a series of connecting underground passages and holes in which rabbits live
mexican,"That's an old Mexican proverb, and it's true.",belonging to or relating to Mexico or its people
dessert,It says right here it is a dessert wine.,sweet food eaten at the end of a meal
nap,Why don't you take a nap?,"a short sleep , especially during the day"
development,Ellis is in charge of international development.,the process in which someone or something grows or changes and becomes more advanced
tanks,We're all right with the tanks.,a container that holds liquid or gas
electricity,Why is there no electricity?,"a form of energy that can be produced in several ways and that provides power to devices that create light , heat , etc"
farmer,"Luke's just not a farmer, Owen.",someone who owns or takes care of a farm
sunshine,A butterfly can flap its wings in Peking and in Central Park you get rain instead of sunshine.,the light and heat that come from the sun
leaders,The tribes are led by the tribal leaders.,"a person in control of a group , country , or situation"
canada,During Prohibition we ran molasses into Canada.,a country in North America
wars,Wars not make one great.,"armed fighting between two or more countries or groups , or a particular example of this"
counsel,Are you represented by counsel before this tribunal?,"to give advice , especially on social or personal problems"
other's,And most of all we have a beautiful young woman and her lover lying dead in each other's arms.,"If two people are at each other's throats , they are arguing angrily"
hudson,"You secure that shit, Hudson.",a large body of water in northern Canada that is part of the Arctic Ocean
drown,They fuckin' drown 'em in that shit.,"to die by being unable to breathe underwater , or to cause a person or animal to die like this"
kindness,Thank you for your kindness.,the quality of being kind
francs,Twenty thousand francs says it isn't.,"the standard unit of money used in France, Belgium, and Luxembourg before the introduction of the euro , and also used in Switzerland and in many African countries"
buildings,Able to leap tall buildings at a single bound.,"a structure with walls and a roof , such as a house or factory"
combination,It's a combination of all three.,the mixture you get when two or more things are combined
management,The management would appreciate it if you'd get the hell outta here.,the control and organization of something
provided,An analysis of the plans provided by Princess Leia... has demonstrated a weakness in the battle station.,past simple and past participle of provide
ruby,You can call me Ruby.,"a transparent , dark red precious stone , often used in jewellery"
diego,This is Mike from San Diego.,a large city in the western US state of California
dime,"Well, I'll give you the dime tour.",an American or Canadian coin that has the value of ten cents
sixth,"Get me the police, sixth precinct.",6th written as a word
fund,I was thinking about setting up some kind of trust fund for my kids' educations.,"an amount of money saved , collected , or provided for a particular purpose"
item,But this is a specialty item.,something that is part of a list or group of things
happier,I've never been happier in my life.,"feeling , showing , or causing pleasure or satisfaction"
suggested,You might have suggested this in my office and saved me the time.,past simple and past participle of suggest
medal,"What do you want, a medal?","a small metal disc , with words or a picture on it, given as a reward for a brave action , for winning a competition , or to remember a special event"
leather,"This isn't real leather, is it?","animal skin treated in order to preserve it, and used to make shoes , bags , clothes , equipment , etc"
hes,Thats because hes the television version.,"used as the subject of a verb to refer to a man, boy , or male animal that has already been mentioned"
rs,"And Sarah ain't got no two Rs, King.",the 18th letter of the English alphabet
tragic,All these poor tragic people.,"very sad , often involving death and suffering"
niece,I don't know if it's me or Tyrell's niece.,"a daughter of your brother or sister , or a daughter of your husband's or wife's brother or sister"
permanent,You're gonna be a permanent resident.,lasting for a long time or for ever
registered,My cars were registered to my wife.,officially listed and accepted
musical,Serves me right for not being musical.,related to or connected with music
chemical,The power of this chemical is way beyond anything you can imagine.,any basic substance that is used in or produced by a reaction involving changes to atoms or molecules
measure,All I ever wanted was to measure up to my father.,to discover the exact size or amount of something
talented,"By the way, I have a recording of her talented voice.",with talent ; able or skilful
hooked,Let's get the falls hooked up!,"enjoying something so much that you are unable to stop having it, watching it, doing it, etc"
drawer,Give me the money from the cash drawer.,"a box-shaped container , without a top , that is part of a piece of furniture . It slides in and out to open and close and is used for keeping things in"
affect,It won't affect the test.,"to have an influence on someone or something, or to cause a change in someone or something"
understands,I'm the one who understands you.,to know the meaning of something that someone says
ashes,"Ashes to ashes, dust to dust.","what is left of something after it has been destroyed by fire , especially what is left of a human body after it has been burned"
enormous,"Hal, despite your enormous intellect, are you ever frustrated by your dependence on people to carry out actions?",extremely large
brandy,Not as long as the cigars and brandy hold out.,a strong alcoholic drink made from wine and sometimes flavoured with fruits
executive,Executive Producers Nobuyuki Okude Kenji Yokoyama Tatsuya Yoshida Planning Transformer Station Takayuki Nakano Makoto Fujita Kouzin Ohno Hidehito Kaizuka,"someone in a high position , especially in business , who makes decisions and puts them into action"
tool,I am Tim The Tool Man Taylor.,a piece of equipment that you use with your hands to make or repair something
admitted,Captain Smith admitted as much to me before I shot him at the Victory Motel.,past simple and past participle of admit
reporting,"So if he won't cooperate, I want just straight reporting.","the act by a company of giving an official report , for example about its accounts or activities"
chap,Start with that chap in the middle.,a man
pork,"No, man, I don't eat pork.","meat from a pig , eaten as food"
sector,Enemy activity in his old sector dropped off to nothing.,one of the areas into which the economic activity of a country is divided
lamb,We'll both have the lamb.,"a young sheep , or the flesh of a young sheep eaten as meat"
dining,This is the dining room.,present participle of dine
creep,"Listen, creep, I'm going to take you apart like a clock.","to move slowly , quietly , and carefully , usually in order to avoid being noticed"
disturbed,I don't want to be disturbed.,not thinking or behaving normally because of mental or emotional problems
closely,"When you work closely with them, like I do, you see this.",in a way that is directly connected or has a strong relationship
causes,"All right, but you should know that sudden, serious brain injury causes the victim to bite down hard.","the reason why something, especially something bad , happens"
catholic,"Do you believe in the Holy Ghost, the Holy Catholic Church?",including many different types of thing
shared,The heavyweight love that I once shared with you Miraculously dissolved with the sugar cube.,"owned , divided , felt , or experienced by more than one person"
kidnapping,"We want him for murder, not kidnapping.",an occasion when someone is kidnapped
shadows,So I'll be killing time in the blue shadows,an area of darkness in which people and things cannot be seen
killers,Got eight killers with badges working for me.,someone who kills another person
promotion,I could accept my mother's promotion.,activities to advertise something
raising,I'm an expert at raising that doubt.,present participle of raise
tapes,But I guess I have a while before you're old enough to understand these tapes.,"thin plastic in a long , narrow strip with a magnetic covering that allows sounds or sounds and pictures to be recorded and played again, especially one on which sound is recorded"
vital,Her vital signs are stable.,necessary for the success or continued existence of something; extremely important
grows,"And now, when David Banner grows angry or outraged, a startling metamorphosis occurs.","to increase in size or amount , or to become more advanced or developed"
lecture,I attended a lecture of hers once.,"a formal talk on a serious subject given to a group of people , especially students"
proposal,Is that what you call a proposal?,"a suggestion , sometimes a written one"
handled,'All irregularities will be handled 'by the forces controlling each dimension.,past simple and past participle of handle
missile,"Coffey, these are the missile hatches, right?",a flying weapon that has its own engine so that it can travel a long distance before exploding at the place that it has been aimed at
belonged,It belonged to my father.,past simple and past participle of belong
pillow,"Tell me, James, do you still sleep with a gun under your pillow?","a rectangular cloth bag filled with soft material , such as feathers or artificial materials , used for resting your head on in bed"
monitor,He'll try to make the precise location appear on the monitor.,a person who has the job of watching or noticing particular things
woody,"Woody, what are you doing?","like wood , for example in taste or smell"
nails,I was having my nails done.,"a small , thin piece of metal with one pointed end and one flat end that you hit into something with a hammer , especially in order to fasten or join it to something else"
editor,Here is ABC science editor Jules Bergman.,"a person who corrects or changes pieces of text or films before they are printed or shown , or a person who is in charge of a newspaper or magazine"
scout,Our scout ships have reached Dantooine.,"a person , especially a soldier , sent out to get information about where the enemy are and what they are doing"
blank,"It was blank, but the postmark said Fort Hancock, Texas.","empty or clear , or containing no information or mark"
rumors,"Nothing but rumors and random intelligence, mostly from captured VC.","an unofficial interesting story or piece of news that might be true or invented , and quickly spreads from person to person"
carpet,20 dwarves took turns doing handstands on the carpet.,(a shaped piece of) thick material used for covering floors
collar,When was the last time you took a collar?,"the part around the neck of a piece of clothing , usually sewn on and sometimes made of different material"
masters,We're the masters of space,"the person who owns , cares for, and controls an animal"
taxes,I never voted or paid taxes.,(an amount of) money paid to the government that is based on your income or the cost of goods or services you have bought
denied,And your chance won't be denied,past simple and past participle of deny
corps,"Harm transferred to the Navy's Judge Advocate General Corps, which investigates, defends and prosecutes the law of the sea.",a military unit trained to perform particular duties
misery,What does she know about misery?,great unhappiness
foundation,Captioned by The Caption Center WGBH Educational Foundation,"an occasion when an organization , state , etc. is established"
bailey,He was also the most shameless exhibitionist since Barnum and Bailey.,the open area inside the outer wall of a castle
warriors,"Stone by day, warriors by night.","a soldier , usually one who has both experience and skill in fighting , especially in the past"
chapter,"Wesley and I lived together in Berkeley, and he's the president of the Berkeley chapter of SDS.","any of the separate parts into which a book or other piece of text is divided , usually given a number or title"
bucket,Panic hits me like a bucket of water.,"a container with an open top and a handle , often used for carrying liquids"
lit,A place that is just as real but not as brightly lit.,past simple and past participle of light
outer,Fly through in and outer space.,at a greater distance from the centre
dutch,"Never knew how much I missed this, Dutch.","belonging to or relating to the Netherlands, its people , or its language"
boarding,Flight 247 to Tucson now boarding at gate 14.,boards that have been fastened side by side to each other
duties,And they were each assigned very hazardous duties.,"something that you have to do because it is part of your job , or something that you feel is the right thing to do"
shove,"You get it to a boil, you shove in all your sausage and meatballs.",to push someone or something forcefully
warden,"All told, he blew town with better than 370,000 of Warden Norton's money.",the person in charge of a prison
fuss,What's all the fuss about?,"a show of anger , worry , or excitement that is unnecessary or greater than the situation deserves"
rank,I have tactical command that supersedes your rank.,"a position in an organization , such as the army , showing the importance of the person having it"
ultimate,Me and my squad of ultimate badasses will protect you.,"most extreme or important because either the original or final , or the best or worst"
rage,The creature is driven by rage and pursued by an investigative reporter.,(a period of) extreme or violent anger
slight,"The night of the fight, you may feel a slight sting.",small in amount or degree
bare,Beating another man to death with your bare hands.,without any clothes or not covered by anything
root,Pigs sleep and root in shit.,the part of a plant that grows down into the earth to get water and food and holds the plant firm in the ground
sorrow,Parting is such sweet sorrow.,(a cause of) a feeling of great sadness
rupees,Two rupees of salt tax?,"the standard unit of money used in India , Pakistan, Mauritius, Nepal, Sri Lanka, and the Seychelles"
dummy,"Come on, you dummy, talk.","a large model of a human , especially one used to show clothes in a shop"
computers,You know anything about computers?,"an electronic machine that is used for storing , organizing , and finding words, numbers , and pictures , for doing calculations , and for controlling other machines"
injury,"All right, but you should know that sudden, serious brain injury causes the victim to bite down hard.",physical harm or damage to someone's body caused by an accident or an attack
rising,Not unless you want a full-scale rising.,"an act of opposition , sometimes using violence , by many people in one area of a country against those who are in power"
skill,For his million-dollar skill,"an ability to do an activity or job well, especially because you have practised it"
fathers,"You're the son of a thousand fathers, all bastards like you.",a male parent
cows,Get the cows in the barn.,a large female farm animal kept to produce meat and milk
positions,Lock S-foils in attack positions.,"the place where something or someone is, often in relation to other things"
strictly,"Dr. Jones, now, you must understand that this is all strictly confidential, eh?",in a way that would bring severe punishment if not obeyed
cart,Every evening I load up the cart and make my rounds.,"a vehicle with either two or four wheels , pulled by a horse and used for carrying goods"
assumed,They assumed he was one of them.,past simple and past participle of assume
budget,We're just over budget on the amperage.,a plan to show how much money a person or organization will earn and how much they will need or be able to spend
celebration,"Perhaps you might prevail upon your mother to come to this celebration, and that from time to time, we can all see each other at family functions.","a special social event , such as a party , when you celebrate something"
booked,We're booked to open in six weeks all over the country.,past simple and past participle of book
lung,I took a man who was going up past the bridge at Do Lung.,either of the two organs in the chest with which people and some animals breathe
characters,"Just great stories, great characters, beautiful artwork.",the particular combination of qualities in someone or something that makes them or it different from others
silk,In that little silk purse.,"a delicate , soft type of cloth made from a thread produced by silkworms , or the thread itself"
defeated,No one wants to be defeated,past simple and past participle of defeat
soviet,This constitutes the bulk of the Soviet surface fleet.,"an elected group at any of several levels in Communist countries , especially (in the past) the USSR"
battery,"This is battery acid, you slime!","a device that produces electricity to provide power for electronic devices , cars , etc"
booze,The booze and the concha tell him what to do.,alcohol
cruise,Won't you let me take you on a sea cruise?,"a journey on a large ship for pleasure , during which you visit several places"
toe,"Ta, te, ti, toe, too.",any of the five separate parts at the end of the foot
smash,"While he mends, I'll smash them somewhere else.",to cause something to break noisily into a lot of small pieces
centuries,It seems a thousand centuries ago.,a period of 100 years
suggestion,It's purely force of suggestion.,"an idea , plan , or action that is suggested or the act of suggesting it"
operating,"He's out there operating without any decent restraint, totally beyond the pale of any acceptable human conduct.",relating to the main business activities of a company
bump,"In a crowded city, as I bump shoulders, I'm all alone.",to hit something with force
paintings,"Jack, you said I could watch you improve the paintings.",a picture made using paint
wished,It was a teenage wedding and the old folks wished them well,past simple and past participle of wish
stiff,Looked like a stiff breeze would blow him over.,firm or hard
disturbing,You're not disturbing me.,making you feel worried or upset
scar,"Where'd you get the beauty scar, tough guy?","a mark left on part of the body after an injury , such as a cut , has healed"
rumor,Rumor has it you're a real cold fish.,"an unofficial interesting story or piece of news that might be true or invented , and quickly spreads from person to person"
burst,"As my heart is about to burst, the mild wind that blows against us is gentle.","to break open or apart suddenly , or to make something do this"
sunny,"I made them just the way you like them, sunny-side up.",bright because of light from the sun
laying,So who's laying these eggs?,"to put something in especially a flat or horizontal position , usually carefully or for a particular purpose"
coin,There's a flip side to that coin.,"a small , round piece of metal , usually silver or copper coloured , that is used as money"
identified,Nine civilian witnesses have identified you as hitting Ezekiel Garcia.,past simple and past participle of identify
barrel,"What is your malfunction, you fat barrel of monkey spunk?","a large container , made of wood , metal , or plastic , with a flat top and bottom and curved sides that make it fatter in the middle"
organized,These voices say that will drive out the organized crime element.,arranged according to a particular system
fee,But we never talked about your fee for bringing it to us.,an amount of money paid for a particular piece of work or for a particular right or service
recognise,Do you recognise this man?,to know someone or something because you have seen or heard him or her or experienced it before
grandson,"This fireball is my grandson, David.",the son of a your son or daughter
humble,Welcome to my humble abode.,not proud or not believing that you are important
differently,"People looked at me differently, and they knew I was with somebody.",in a way that is not the same
worlds,"to explore strange new worlds, to seek out new life and new civilizations, to boldly go where no one has gone before.",a very large degree
steam,"Full steam for them, sir.",the hot gas that is produced when water boils
forgiveness,Seek ye the forgiveness of God.,the act of forgiving or the willingness to forgive
depend,You can depend on me.,to be decided by or to change according to the stated thing
ba,Ba-boom-a-rang-rang-rang,"abbreviation for Bachelor of Arts : a first university degree (= qualification ) in the arts or social sciences , or someone who has this degree"
questioning,Wasn't there any questioning about the timing on this particular deposit?,the situation in which the police ask someone questions about a crime
height,Up to the highest height,"the distance from the top to the bottom of something, or the quality of being tall"
fairly,Of course he didn't tell the press that bare minimum of expense is a fairly loose term.,"more than average , but less than very"
acid,"Hey, you know that last tab of acid I was saving?",any of various usually liquid substances that can react with and sometimes dissolve other materials
discipline,"Dreaming won't get you to Damascus, but discipline will.","training that makes people more willing to obey or more able to control themselves, often in the form of rules , and punishments if these are broken , or the behaviour produced by this training"
rod,"Thy rod and thy staff, they comfort me.","a long , thin pole made of wood or metal"
areas,The storm will continue through the day and the Weather Service has declared a stockman's and traveler's advisory for all areas outlying the Denver metro region.,"a particular part of a place , piece of land , or country"
relieved,I'm relieved that you're home.,happy that something unpleasant has not happened or has ended
buddies,I'd like you to meet two buddies of mine.,a friend
severe,Look for severe childhood disturbances associated with violence.,"causing very great pain , difficulty , worry , damage , etc.; very serious"
poet,He's a poet warrior in the classic sense.,a person who writes poems
kirk,You get to meet Captain Kirk?,a church
retire,It's time for you to retire.,to leave your job or stop working because of old age or ill health
mere,The mere sight of him would only encourage an enemy to take over the whole country.,used to emphasize that something is not large or important
floating,You could be floating out there forever.,"not fixed in one position , place , or level"
juan,Tuco Benedicto Pacifico Juan Maria Ramirez...,a man who has had sex with a lot of women
worthless,Buy some worthless old boat and fix it up new.,having no value in money
et,"Et cetera, et cetera, et cetera.",abbreviation for et alia : and others . It is used in formal writing to avoid a long list of names of people who have written something together
arrives,Then perhaps you can tell him when he arrives.,"to reach a place , especially at the end of a journey"
comrades,The State Department has arranged for the return of your comrades.,"a friend , especially one who you have been involved in difficult or dangerous , usually military , activities with"
connect,How do you connect those two?,to join or be joined with something else
upside,"This painting, it's upside down.",the advantage of a situation
sorts,All sorts of tests have to be made.,a group of things that are of the same type or that share similar qualities
jewels,"Wear your jewels to bed, Princess?","decorative objects worn on your clothes or body that are usually made from valuable metals , such as gold and silver , and precious stones"
lands,I didn't come here to fight so they could own more lands.,the surface of the earth that is not covered by water
faithful,Even though I know you've been faithful to me all along.,"firm and not changing in your friendship with or support for a person or an organization , or in your belief in your principles"
lean,I'm going to lean up against you.,"to ( cause to) slope in one direction , or to move the top part of the body in a particular direction"
men's,These are the times that try men's souls.,a toilet for men in a public building such as a hotel or restaurant
employees,On the possibility they might try to infiltrate as employees I had Holden go over and run Voight-Kampff tests on the new workers.,someone who is paid to work for someone else
added,"Some figure has been added to or subtracted from 40,000.",extra
perfume,We hump down to the Perfume River to set in for the night.,"a liquid with a pleasant smell , usually made from oils taken from flowers or spices and often used on the skin"
regarding,The ceremony was kicked off with a candid speech by the President regarding the need for further escalation of the war in Vietnam.,about
relations,"And I am C-3PO, human-cyborg relations.",the way in which two people or groups of people feel and behave towards each other
twin,"Marking it with twin circles, I feel a bit more grown-up!",either of two children born to the same mother on the same occasion
ginger,I want to talk to Ginger.,"the spicy root of a tropical plant that is used in cooking or preserved in sugar , or a powder made from this root , used as a spice"
imperial,Imperial troops have entered the base.,belonging or relating to an empire or the person or country that rules it
raid,We need to raid your linen closet.,"a short sudden attack , usually by a small group of people"
locate,I'm known to locate certain things from time to time.,to be in a particular place
women's,Are you running for women's rights?,a women's toilet in a public building such as a hotel or restaurant
structure,The molecular structure of both Einstein and the car are completely intact.,"the way in which the parts of a system or object are arranged or organized , or a system arranged in this way"
announce,Some way to announce myself.,to make something known or tell people about something officially
drowned,She drowned in her cryo-tube.,past simple and past participle of drown
autopsy,We have to do an autopsy.,the cutting open and examination of a dead body in order to discover the cause of death
located,"A self-contained world, five miles long, located in neutral territory.",past simple and past participle of locate
pope,The Pope himself would have to approve you.,the leader of the Roman Catholic Church
ladder,Feel the top rung of the ladder with your right foot.,"a piece of equipment used for climbing up and down, that consists of two vertical bars or pieces of rope joined to each other by a set of horizontal steps"
soil,"I must go, Lawrence, before I soil myself with a fool's blood.",the material on the surface of the ground in which plants grow
overnight,Will you be in Baltimore overnight?,for or during the night
pale,You look kind of pale.,"used to describe a person's face or skin if it has less colour than usual , for example when the person is or ill or frightened , or if it has less colour than people generally have"
praying,We'll be praying for you.,present participle of pray
cannon,That could be cannon fire.,"a large , powerful gun , usually attached to two or four wheels , that was used in the past to fire heavy stone or metal balls"
purple,He puts his hand in your shirt and squeezes your tit till it's purple.,of a dark reddish-blue colour
sweep,A sweep is as lucky as lucky can be,"to clean something, especially a floor by using a brush to collect the dirt into one place from which it can be removed"
coffin,It wasn't even enough to pay for the coffin.,a long box in which the body of a dead person is buried or burned
shuttle,The shuttle won't take four.,a vehicle or aircraft that travels regularly between two places
relative,Is he a relative of yours?,a member of your family
claus,Do you believe in Santa Claus?,"the imaginary old man with long , white hair and a beard and a red coat who is believed by children to bring them presents at Christmas , or a person who dresses as this character for children"
include,Your responsibilities include watching over the men in hibernation.,"to contain something as a part of something else , or to make something part of something else"
rehearsal,Were we rolling on that rehearsal?,"a time when all the people involved in a play , dance , etc. practise in order to prepare for a performance"
arriving,The Welsh bowmen will not be detected arriving so far around his flank.,present participle of arrive
envy,"Oh, hate, love, fear, anger, envy.",to wish that you had something that another person has
register,Made more from the wallets than we did from the register.,"to put information , especially your name , into an official list or record"
sakes,"I mean, you're my wife, for Christ's sakes.",in order to help or bring advantage to someone
wiped,My whole goddamn platoon is wiped out!,past simple and past participle of wipe
requested,Helicopters are en route as you requested.,past simple and past participle of request
herd,"While walking on the prairie, we surprised a small herd of buffalo.",a large group of animals of the same type that live and feed together
daylight,"Until next time, try to enjoy the daylight.",(the period when there is) natural light from the sun
almighty,"PBR Street Gang, this is Almighty.",(of God ) having the power to do everything
vault,"I got it in a vault over there in Spain, Tony.","a type of arch that supports a roof or ceiling , especially in a church or public building , or a ceiling or roof supported by several of these arches"
penalty,On penalty of total forfeiture of shares.,"a punishment , or the usual punishment , for doing something that is against a law"
explode,"She'll get your cock so hard, she'll make it explode.","to break up into pieces violently , or to cause something to do this"
population,"And in the last five years, the Newcomers have become the latest addition... to the population of Los Angeles.","all the people living in a particular country , area , or place"
constant,"If its speed remains constant, in an hour and 57 minutes.",happening a lot or all the time
scenes,Stay tuned for scenes from next week's Gunsmoke.,"a part of a play or film in which the action stays in one place for a continuous period of time , or in which the same characters are involved . An act may consist of several scenes"
sequence,A coding sequence cannot be revised once it's been established.,"a series of related things or events , or the order in which they follow each other"
controls,You mean it controls your actions?,"devices that are used to operate a machine , vehicle , or aircraft"
dodge,"That gives us 40 minutes to get the fuck outta Dodge, which, if you do what I say, when I say it, should be plenty.",to avoid being hit by something by moving quickly to one side
mill,"To begin with, give up the mill, Scarlett.",a building where grain is crushed into flour
raw,The guests are enjoying an appetizer of raw oysters.,(of food ) not cooked
crawl,A broomstick you can crawl on,to move along on hands and knees or with your body stretched out along a surface
clothing,The Arabs need food and clothing.,"clothes , especially clothes of a particular type or those worn in a particular situation"
recorded,All in the Family was recorded on tape before a live audience.,past simple and past participle of record
stuffed,"I don't have her stuffed down the front of my pants right now, sorry to say.",A stuffed animal or bird is filled with special material so that it keeps the shape it had when it was alive
cemetery,The name of the cemetery is...,an area of ground in which dead bodies are buried
tender,Warm and tender as he can be,"gentle , loving , or kind"
terror,Horror and moral terror are your friends.,extreme fear
concerns,"It's not a matter that concerns you, Mr. Torrance.",to cause worry to someone
tons,"Humans and aliens, wrapped in 2,500,000 tons of spinning metal, all alone in the night.",an extremely large amount
visited,Mr. Stevens visited nearly a dozen banks in the Portland area that morning.,past simple and past participle of visit
requires,It requires something with a little more kick.,to need something or make something necessary
handy,It might come in handy.,useful or convenient
meetings,"No more meetings, discussions, or Sollozzo tricks.","a planned occasion when people come together, either in person or online (= using the internet ) , to discuss something"
dallas,"Dallas, it has to go back.",a large city in the southern US state of Texas
buffalo,How come we haven't seen any buffalo?,"a large animal of the cattle family , with long , curved horns"
