word,sentence,word_mean
persuaded,Tommy persuaded me to keep the dog.,past simple and past participle of persuade
che,Che.,
exercises,You'd better get on with your exercises.,a ceremony that includes speeches and usually traditional music or activities :
breakthrough,Breakthrough.,an important discovery or event that helps to improve a situation or provide an answer to a problem :
condo,That condo was my life.,a condominium
disguised,They crossed the River Isen on Midsummer's Eve disguised as riders in black.,having an appearance that hides the true form :
pharmacy,I'll have the pharmacy call you right back.,a shop or part of a shop in which medicines are prepared and sold
asteroid,"Sir, it's quite possible this asteroid is not entirely stable.","any one of many small planets that go around the sun , that is not considered a true planet or a comet :"
purchased,This watch I got here... was first purchased by your great-grandfather during the first World War.,past simple and past participle of purchase
links,Gabriel must have shut down all the satellite links.,"a large area of hills covered with sand near the sea , used for playing golf on"
grape,Grape Ape.,"a small , round, purple or pale green fruit that you can eat or make into wine :"
printing,Let Polly do the printing.,the activity or business of producing writing or images on paper or other material with a machine :
cristina,Cristina.,
paramedics,Call the paramedics.,"a person who is trained to do medical work , especially in an emergency , but who is not a doctor or nurse"
ferris,Ferris.,"a large , vertical wheel in an amusement park with seats that stay horizontal as the wheel turns round"
docks,I heard you're working the cargo docks.,a group of these areas of water in a port and the buildings around them:
kettle,I'll put the kettle on.,"a container for boiling water , that has a lid , handle , and spout and is made from plastic or metal"
verge,"A little late for trimming the verge, don't you think?",the edge or border of something:
ferrari,Ferrari.,
scanner,517 to scanner control.,a device for making images of the inside of the body or for reading information into a computer system :
lire,50 lire.,
caine,Caine.,
dawg,"What's up, dawg?","a way of writing the word "" dog "" as it sounds when some people say it"
contagious,It's contagious.,"A contagious disease can be caught by touching someone who has the disease or by touching an infected object , or by an infected person coughing , sneezing , etc. near you:"
foods,From General Foods.,"something that people and animals eat , or plants absorb , to keep them alive :"
julio,Julio!,
sofia,Sofia.,"the capital city of Bulgaria, situated in the western part of the country :"
oklahoma,Oklahoma.,"a state in the southern US, whose capital city is Oklahoma City:"
rooster,Rooster!,an adult male chicken :
halls,Deck the halls with boughs of holly,"the area just inside the main entrance of a house , apartment , or other building that leads to other rooms and usually to the stairs :"
whitey,Whitey.,an offensive word for a white person
unlocked,It's unlocked.,past simple and past participle of unlock
cobra,Cobra!,a poisonous snake from Africa and southern Asia that makes itself look bigger and more threatening by spreading the skin at the back of its head
condolences,My condolences.,"sympathy and sadness for the family or close friends of a person who has recently died , or an expression of this, especially in written form :"
penthouse,Penthouse.,an expensive apartment or set of rooms at the top of a hotel or tall building :
sadie,Sadie.,
smelly,"Smelly cat, smelly cat",having an unpleasant smell :
producing,When does she start producing?,present participle of produce
transformed,By the year Kennedy was shot Andy had transformed a storage room smelling of turpentine into the best prison library in New England...,having been changed in an important way:
armored,Armored Trooper VOTOMS,US spelling of armoured
afghanistan,Afghanistan.,a country in Central Asia
indication,No indication of disease.,"a sign that something exists , is true , or is likely to happen :"
locations,"You know, even if these people existed with these facilities in secret locations...",a place or position :
ting,Ting!,"(with) a clear , high ringing sound :"
processing,Processing.,the act of dealing with documents or people in an official way:
testified,You testified the defendant called you at 4:30 to ask you to come to his office gym for the purposes of sex.,past simple and past participle of testify
employ,"Jack will be free, a privateer in the employ of England.",to have someone work or do a job for you and pay them for it:
jaffa,Jaffa!,"in cricket , an occasion where the bowler (= the player who throws the ball to the batter ) bowls a very good ball that is very hard to hit :"
poppy,Poppy.,"a plant with large , delicate flowers that are typically red and have small , black seeds :"
doesnt,It doesnt matter.,
leash,I want whoever let him off the leash.,"a piece of rope , chain , etc. tied to an animal , especially to a dog at its collar when taking it for a walk :"
elections,Elections?,a time when people vote in order to choose someone for a political or official job :
ache,I ache all over.,a continuous pain that is unpleasant but not very strong :
sentences,By the power vested in me by the state of Maine I hereby order you to serve two life sentences back-to-back one for each of your victims.,"a group of words, usually containing a verb , that expresses a thought in the form of a statement , question , instruction , or exclamation and starts with a capital letter when written:"
stated,And it's beautifully stated on the album.,past simple and past participle of state
remark,He's one remark away from kickin' our asses out the door.,to give a spoken statement of an opinion or thought :
boundaries,Boundaries.,a real or imagined line that marks the edge or limit of something:
jong,Ah Jong!,a Chinese game in which players pick up and put down small painted pieces of wood or other material until they have the combination they need in order to win
goons,We are the goons.,a violent criminal who is paid to hurt or threaten people
sinclair,Sinclair.,
pi,Pi.,"the number ( approximately 3.14) that is the ratio of a circle's circumference to its diameter , used to calculate the size of circles :"
sheppard,Sheppard.,
aspect,Possible aspect change on target.,"one part of a situation , problem , subject , etc.:"
suk,Joon-suk!,
shampoo,Shampoo?,"a liquid used for washing hair , or for washing particular objects or materials :"
remorse,Remorse?,a feeling of sadness and being sorry for something you have done:
col,COL.,"the lowest point of a high edge between two mountains , usually where you can pass between them:"
daytime,Daytime.,"the period between the time when the sun rises and the time it goes down, or the part of the day that is neither evening nor night :"
summit,"From the summit of Barad-dûr, his Eye watches ceaselessly.",an important formal meeting between leaders of governments from two or more countries :
aeryn,Aeryn!,
dispose,Dispose of him.,to make someone feel a particular way towards someone or something:
machinery,Remarkable piece of machinery.,a group of large machines or the parts of a machine that make it work :
intuition,Intuition.,( knowledge from) an ability to understand or know something immediately based on your feelings rather than facts :
videotape,A videotape.,special magnetic tape used for recording moving pictures and sounds :
jody,Jody!,
inclined,I'm not inclined to resign to maturity,likely or wanting to do something:
apprentice,Apprentice?,"someone who has agreed to work for a skilled person for a particular period of time and often for low payment , in order to learn that person's skills :"
playboy,Playboy bunnies?,a rich man who spends his time and money on expensive things and a life of pleasure :
macho,Macho.,behaving forcefully or showing no emotion in a way traditionally thought to be typical of a man:
buzzing,Buzzing,present participle of buzz
protector,He's a silent guardian a watchful protector.,someone who protects someone or something:
ginny,Ginny.,
jeopardy,Jeopardy!,in danger of being damaged or destroyed :
kelso,Kelso!,
yoga,Yoga.,"a set of physical and mental exercises , originally from India , intended to give control over the body and mind :"
pending,You're removed from duty and suspended pending further investigation.,about to happen or waiting to happen :
birdie,Birdie.,a small bird
chul,Dong Chul.,
vicinity,"Proved guilty, what Richard Kimble could not prove was that moments before discovering his murdered wife's body, he saw a one-armed man running from the vicinity of his home.",the area around a place or where the speaker is :
cartoon,"No, it was a cartoon.","a drawing , especially in a newspaper or magazine , that tells a joke or makes a humorous political criticism"
generosity,Generosity.,the quality or condition of being generous :
weii,WeII?,
leaking,It's leaking.,present participle of leak
wrists,Tie her wrists.,the part of the body between the hand and the arm :
considerate,How considerate.,kind and helpful :
octopus,Octopus!,"a sea creature with a soft , oval body and eight arms :"
anyplace,Anyplace.,anywhere :
elf,Don't tell the Elf.,"an imaginary being, often like a small person with pointed ears , in popular stories :"
investigated,I'm sure you would have investigated.,past simple and past participle of investigate
goddamned,I'll be goddamned.,used to add emphasis to what is being said:
taped,I taped it.,past simple and past participle of tape
alternate,I've decided we should cut an alternate version of the show without his interview.,to happen or exist one after the other repeatedly :
provoke,Don't provoke me.,"to cause a reaction , especially a negative one:"
invaded,Supreme Court says that your privacy can be invaded.,past simple and past participle of invade
ada,Ada.,"abbreviation for the Americans with Disabilities Act : a US law that protects the rights of people who have disabilities (= injuries , illnesses , etc. that make it difficult for them to do the things that other people do) :"
conductor,Conductor!,someone who directs the performance of musicians or a piece of music :
mend,"By the skills of Lord Elrond, you're beginning to mend.",to repair something that is broken or damaged :
comedian,"What are you, a comedian?",a person whose job is to make people laugh by telling jokes and funny stories or by copying the behaviour or speech of famous people :
paul's,Paul's dead.,
peaches,Peaches.,"a round fruit with sweet yellow flesh that has a lot of juice , a slightly furry red and yellow skin , and a large seed in its centre :"
bandage,Bandage.,"a long , narrow piece of cloth that is tied around an injury or a part of someone's body that has been hurt"
rags,Rags!,clothes that are old and torn :
syd,Syd.,abbreviation for sum of the years' digits method
uptight,Why are you so uptight?,worried or nervous and not able to relax :
neo,Neo.,"new or recent , or in a modern form :"
practise,Practise.,to do or play something regularly or repeatedly in order to become skilled at it:
columbia,Columbia.,the capital city of the US state of South Carolina:
flea,Flea!,a very small jumping insect that feeds on the blood of animals and humans
sympathetic,Monster Joe and his daughter Raquel are sympathetic to our dilemma.,"used to describe someone who shows , especially by what they say, that they understand and care about someone else's suffering :"
disc,Where's the disc?,a circular flat object :
isolation,Isolation.,"the condition of being alone , especially when this makes you feel unhappy :"
conservative,Conservative.,"not usually liking or trusting change , especially sudden change :"
eminence,Your Eminence.,"the state of being famous , respected , or important :"
kyoto,Kyoto?,"an agreement made in 1997 among a large number of countries to limit carbon emissions (= carbon dioxide that planes , cars , factories , etc. produce ) and reduce the effects of climate change :"
numerous,I think it was because of all my numerous relations you were the one Baggins that showed real spirit.,many:
honoured,I'm honoured.,past simple and past participle of honour
smallest,Even the smallest person can change the course of the future.,little in size or amount when compared with what is typical or average :
wrench,Wrench.,to pull and twist something suddenly or violently away from its position :
connecticut,Connecticut.,"a state in the northeastern US, whose capital city is Hartford:"
swat,"SWAT teams, backup.","to hit something, especially an insect , with a flat object or your hand :"
paw,Give me your paw.,"the foot of an animal that has claws or nails , such as a cat , dog , or bear :"
percentage,If we cut down my percentage...,"an amount of something, often expressed as a number out of 100:"
repent,Repent!,to be very sorry for something bad you have done in the past and wish that you had not done it:
o'hara,O'Hara.,
plum,Plum Blossom,"a small , round fruit with a thin , smooth , red , purple , or yellow skin , sweet , soft flesh , and a single large , hard seed , or the tree on which this fruit grows :"
telescope,Thank you for taking care of my telescope.,"a cylinder-shaped device for making objects that are far away look closer and larger , using a combination of lenses , or lenses and curved mirrors"
noel,Noel.,Christmas
crate,Leave him one crate for the cause.,"a box made of wood , plastic , or metal , especially one divided into parts to hold bottles :"
fiddle,Fit as a fiddle.,"to act dishonestly in order to get something for yourself, or to change something dishonestly , especially to your advantage :"
shitting,You're shitting me.,present participle of shit
enemy's,You were deep in the enemy's counsel.,
severed,"And yet, so easily severed.",past simple and past participle of sever
innit,Innit?,short form of isn't it. Used at the end of a statement for emphasis :
ingredients,"It was the first thing I learned to make when I was living in Paris because the ingredients are really, really cheap.",a food that is used with other foods in the preparation of a particular dish :
quarterback,Quarterback.,"in American football , the player who receives the ball at the start of every play and tries to move it along the field"
apache,Apache.,a member of a tribe (= group ) of Native Americans living mainly in the southwestern part of the United States :
fists,We will drive the machine of war with the sword and the spear and the iron fists of the Orc.,a hand with the fingers and thumb held tightly in:
natasha,Natasha!,
slate,Slate.,"a dark grey rock that can be easily divided into thin pieces , or a small , thin piece of this used to cover a roof"
depart,Depart.,"to go away or leave , especially on a journey :"
authorization,Authorization.,"official permission for something to happen , or the act of giving someone official permission to do something:"
c'est,C'est la vie.,"used to say that situations of that type happen in life , and you cannot do anything about them:"
freight,What did they steal from the freight cars?,"goods , but not passengers , that are carried from one place to another, by ship , aircraft , train , or truck , or the system of transporting these goods :"
clinton,Clinton.,
consultant,I'm a consultant.,someone who advises people on a particular subject :
sorrows,"We have no time for sorrows, Commander.",(a cause of) a feeling of great sadness :
abbey,Abbey.,a building where monks or nuns live or used to live . Some abbeys are now used as churches :
posts,Return to your posts!,"letters , etc. that are delivered to homes or places of work :"
portal,What if you found a portal to a parallel universe?,a way to get or do something:
olga,Olga.,
punching,Keep punching.,present participle of punch
royalty,Royalty.,the people who belong to the family of a king and queen :
boone,Boone!,
attendant,Attendant!,someone whose job is to be in a place and help visitors or customers :
morrison,Morrison.,
davy,Davy!,
comforting,That's comforting.,making you feel less sad or worried :
incidents,Separate incidents?,an event that is either unpleasant or unusual :
clicks,Clicks,to carry out a computer operation by pressing a button on the mouse or keyboard :
englishman,An Englishman?,a man from England
tad,Tad.,"a little, slightly :"
blades,"No blades, no bows.","the flat part on a knife or similar tool or weapon , with a very thin edge used for cutting :"
resolution,Hyperbole aside this is a heinous crime that requires swift resolution.,an official decision that is made after a group or organization has voted :
grenades,Grenades!,a small bomb thrown by hand or shot from a gun :
thighs,"Breasts, thighs.",the part of a person's leg above the knee
remarks,But I dread other people's remarks.,to give a spoken statement of an opinion or thought :
distribution,Distribution.,"the process of giving things out to several people , or spreading or supplying something:"
determination,Determination.,"the ability to continue trying to do something, although it is very difficult :"
whacked,Or a bunch of whacked-out Indians at the Sun Ray Motel?,very tired :
storms,We hear from the news department only a few flights are landing at Stapleton Airport and with storms like this I guess the entire airport will be closed within the hour.,"an extreme weather condition with very strong wind , heavy rain , and often thunder and lightning :"
cuckoo,Cuckoo!,a grey bird with a two-note call that sounds similar to its name . Cuckoos lay their eggs in other birds ' nests .
essentially,Essentially.,relating to the most important characteristics or ideas of something:
circulation,Gives your circulation something to fight.,"the process in which something such as information , money , or goods passes from one person to another:"
naples,Naples.,a large city in the southern part of Italy:
historic,This is an historic moment.,important or likely to be important in history :
noticing,Thanks for noticing.,present participle of notice
patsy,Patsy.,a person who it is easy to cheat or make suffer
celebrated,I stayed with Lieutenant Dan and celebrated the holidays.,famous for some special quality or ability :
sniffing,Sniffing,present participle of sniff
horatio,Horatio.,
wagner,Wagner.,
goats,Goats?,"an animal related to sheep that usually has horns and a beard . Goats live wild on mountains or are kept on farms to provide milk , meat , wool , etc.:"
scrape,It's just a scrape.,"to remove an unwanted covering or a top layer from something, especially using a sharp edge or something rough :"
damp,It's damp.,"slightly wet , especially in a way that is not pleasant or comfortable :"
screws,That screws up my arrangements.,→ thumbscrew :
flint,Flint!,(a piece of) shiny grey or black stone that is like glass
judas,Judas!,a person who is not loyal to a friend and helps the friend's enemies
commandant,Commandant.,"an officer who is in charge of a military organization or building , such as a prison for soldiers used during a war"
bennet,Miss Bennet.,
seymour,Seymour!,
cadet,Cadet.,a student in the armed forces or the police
gandhi,Gandhi.,
nell,Nell!,
shameful,Shameful.,"deserving blame , or being a reason for feeling ashamed :"
undress,Undress.,to remove your clothes or remove the clothes from someone else :
laptop,Laptop.,a computer that is small enough to be carried around easily and is flat when closed
sunglasses,Sunglasses.,dark glasses that you wear to protect your eyes from bright light from the sun :
newest,"This unit is new, and you are the newest members of it.",recently created or having started to exist recently :
yank,Yank!,to pull something forcefully with a quick movement :
fearless,Fearless.,having no fear :
commercials,Commercials.,related to making money by buying and selling things:
cinderella,Cinderella!,a girl in a traditional story who was badly treated by her sisters but who met and married a prince
morton,Morton.,"a condition in which part of a nerve in the sole (= bottom part ) of the foot becomes thicker , causing pain and a loss of feeling :"
dalton,Dalton.,
blinded,"Blinded by their greed, they took them without question.",past simple and past participle of blind
unaware,Certainly no one could have been unaware of the very strange stories floating around before we left.,not understanding or realizing something:
damages,I'll pay for the damages.,money that is paid to someone by a person or organization who has been responsible for causing them some injury or loss :
ministers,"To my right, a row of ministers, more sinisters than ministers.",a member of the government in Britain and many other countries who is in charge of a particular department or has an important position in it:
rewarded,You will be rewarded.,past simple and past participle of reward
adds,It all adds up.,to put two or more numbers or amounts together to get a total :
cairo,Cairo.,"the capital city of Egypt, situated in the northern part of the country on the river Nile"
torres,Janeway to Torres.,"a member of a race of people who were the first people to live on the islands now known as the Torres Strait Islands, between the North of Australia and Papua New Guinea , before any Europeans arrived :"
allied,"The Allied Forces have not lost cohesion, and their morale is high.",connected by a political or military agreement :
precaution,It's just a precaution.,an action that is done to prevent something unpleasant or dangerous happening :
genes,It's in the genes.,"a part of the DNA in a cell that controls the physical development , behaviour , etc. of an individual plant or animal and is passed on from its parents :"
yakuza,Yakuza?,
wretch,You wretch!,a person who experiences something unpleasant :
paddle,Paddle!,"an instrument with a wide , flat part at one end or both ends , used for moving a small boat or canoe through the water"
chooses,Late is the hour in which this conjurer chooses to appear.,to decide what you want from two or more things or possibilities :
haunt,We haunt you.,to cause repeated suffering or anxiety :
tart,"We've got raspberry jam, an apple tart...","an open pastry case with a filling , usually of something sweet such as fruit :"
carver,Carver.,"a person who skilfully makes something by cutting into a hard material , especially wood or stone :"
santiago,Santiago.,"the capital city of Chile, situated in the central part of the country :"
slowing,We're slowing down.,present participle of slow
dowry,Dowry?,"in some societies , an amount of money or property that a woman's parents give to the man she marries"
pas,N'est-ce pas?,a father :
calmly,Calmly.,"in a peaceful , quiet way and without worry or extreme emotion :"
extract,It'll be some time before we can extract any information from her.,to remove or take out something:
forests,Darkness crept back into the forests of the world.,"a large area of land covered with trees and plants , usually larger than a wood , or the trees and plants themselves:"
factories,Patrol machines built in automated factories.,a building or set of buildings where large amounts of goods are made using machines :
pry,I didn't mean to pry.,to try to find out private facts about a person :
dandy,Dandy.,"a man, especially in the past, who dressed in expensive , fashionable clothes and was very interested in his own appearance :"
rep,Class rep.,someone who travels to different places trying to persuade people to buy their company's products or services :
dispute,He's just returned from a border dispute on Ansion.,"an argument or disagreement , especially an official one between, for example , workers and employers or two countries with a common border :"
smartest,He's one of the smartest in his class.,"having a clean , tidy , and stylish appearance :"
furthermore,Furthermore...,in addition ; more importantly :
companions,Nine companions.,a person you spend a lot of time with often because you are friends or because you are travelling together:
paycheck,Paycheck.,"the amount of money a person is paid monthly , weekly , etc., for their work , or on one occasion for doing a single piece of work :"
refreshing,It's refreshing.,making you feel less hot or tired :
monthly,"That's on a monthly basis, same thing every month.",happening or produced once a month :
typewriter,A typewriter?,a machine with keys that you press to produce letters and numbers on paper :
flattering,That's very flattering.,making someone look or seem better or more attractive than usual :
references,References?,a mention of something:
tummy,My tummy hurts.,"the stomach , or the lower front part of the body :"
alabama,Alabama.,"a state in the southern US, whose capital city is Montgomery:"
analyze,Analyze.,US spelling of analyse
alma,Alma!,"the school , college , or university where you studied :"
parachute,A parachute.,"a piece of equipment made of a large piece of special cloth that is fastened to a person or thing that is dropped from an aircraft , in order to make him, her, or it fall slowly and safely to the ground"
fin,Fin!,a thin vertical part sticking out of the body of especially a fish or an aircraft that helps balance and movement :
gracie,Gracie!,
fewer,"In this town, the fewer people know something, the safer the operation.","some, or a small number of something:"
gents,Gents.,a public toilet for men:
funding,"Pressured to prove his theories or lose funding,",money given by a government or organization for an event or activity :
collision,Collision course.,an accident that happens when two vehicles hit each other with force :
antibiotics,Antibiotics.,a medicine or chemical that can destroy harmful bacteria in the body or limit their growth :
holiness,Your Holiness.,the quality of being holy :
torturing,Why are you torturing me?,present participle of torture
legion,"I wish I could muster a legion of Dwarves, fully armed and filthy.","a large group of soldiers who form a part of an army , especially the ancient Roman army :"
evaluation,I've had my psych evaluation this month.,"the process of judging or calculating the quality , importance , amount , or value of something:"
clare,Clare!,a county (= an area with its own local government ) in the west of Ireland:
axel,Axel!,"a type of jump in figure skating (= the sport of moving on skates making patterns and jumps ) in which the skater jumps with knees bent while facing forwards and lands facing backwards , with one or more turns in the air in between:"
courier,A courier.,"a person or company that takes messages , letters , or parcels from one person or place to another:"
avery,Avery.,
phone's,Your phone's ringing.,
heed,"Pay no heed to that, young Hobbit.","to pay attention to something, especially advice or a warning :"
defy,We defy augury.,"to refuse to obey a person , decision , law , situation , etc.:"
supernatural,It's not supernatural.,caused by forces that cannot be explained by science :
manuscript,Where's the manuscript?,the original copy of a book or article before it is printed :
falcon,Falcon!,"a bird with pointed wings and a long tail , that can be trained to hunt other birds and small animals"
toni,Toni!,
lapd,LAPD!,
lace,Lace.,a decorative cloth made by twisting thin thread in delicate patterns with holes in them:
bouquet,Bouquet.,a group of flowers that have been fastened together and attractively arranged so that they can be given as a present or carried on formal occasions :
allan,Allan.,
metropolis,"Metropolis Tower, this is seaplane November-Seven-Two-Four-One-Hotel.","a very large city , often the most important city in a large area or country :"
ideals,He didn't hold with your father's ideals.,"perfect , or the best possible :"
lsn't,lsn't it?,
cradle,Cradle.,"a small bed for a baby , especially one that moves from side to side :"
lopez,Lopez.,
chocolates,Chocolates?,"a sweet , usually brown , food made from cacao seeds , that is usually sold in a block and is often used as a flavour for desserts , drinks , etc.:"
velvet,Blue velvet,"a cloth usually made from silk or cotton with a thick , soft surface :"
rodeo,A regular rodeo rider.,"in North America , a sport and public entertainment in which cowboys show different skills by riding wild horses and catching cows with ropes :"
jumbo,Jumbo.,extremely large :
possessions,Along with all his possessions.,the fact that you have or own something:
ollie,Ollie!,
essay,Since Professor Snape set the essay.,"a short piece of writing on a particular subject , especially one done by students as part of the work for a course :"
tristan,Tristan!,"an island in the South Atlantic Ocean, together with some smaller nearby islands , that is part of the British territory of Saint Helena, Ascension and Tristan da Cunha:"
champions,Breakfast of champions.,"someone or something, especially a person or animal , that has beaten all other competitors in a competition :"
fong,Fong!,
riches,They hide in mountains seeking riches.,a large amount of money or valuable possessions:
appointments,I have some appointments at the office.,a formal arrangement to meet or visit someone at a particular time and place :
ti,Ti amo.,the seventh note in the sol-fa musical scale :
decorated,I decorated it myself.,past simple and past participle of decorate
undoubtedly,Undoubtedly.,used to emphasize that something is true :
farms,These are called farms.,"an area of land , together with a house and buildings , used for growing crops and/or keeping animals as a business :"
charms,Charms.,a quality that makes you like or feel attracted to someone or something:
publishing,"I deal in publishing, entertainment, political advocacy.","the profession or business of producing and selling a book , magazine , or newspaper :"
hazard,Occupational hazard.,something that is dangerous and likely to cause damage :
thailand,Thailand?,a country in Southeast Asia
hypocrite,Hypocrite!,someone who says they have particular moral beliefs but behaves in way that shows these are not sincere :
bombers,"Once our position is secured, we can move the bombers in.",a person who uses bombs :
grissom,Grissom.,
founded,Rome was founded as a republic.,past simple and past participle of found
glowing,You're glowing.,praising with enthusiasm :
lil,Lil!,
fernando,Fernando.,
tammy,Tammy!,
wink,Not a wink.,"to close one eye for a short time as a way of greeting someone or showing friendliness , sexual interest , etc., or of showing that you are not serious about something you have said:"
sol,Sol.,the fifth note in the sol-fa musical scale
osaka,Osaka.,a large city in the southern part of Japan:
alleged,The alleged victims were four Vietnamese double agents.,"said or thought by some people to be the stated bad or illegal thing, although you have no proof :"
suffers,"Let them suffer, then, as she suffers.",to experience physical or mental pain :
der,"What's happened to you, Der?",
fragments,Just fragments.,"a small piece or a part , especially when broken from something whole :"
courtyard,In the courtyard.,an area of flat ground outside that is partly or completely surrounded by the walls of a building
broadcasting,I am broadcasting on all AM frequencies.,the activity or business of sending out programmes on television or radio :
trespassing,You're trespassing.,present participle of trespass
neglected,She neglected to mention it.,not receiving enough care or attention :
dixie,Winn-Dixie!,the southern states of the US that fought against the northern states during the American Civil War
removing,Removing bolt one.,present participle of remove
lists,Lists.,"a record of short pieces of information , such as people's names , usually written or printed with a single thing on each line and often ordered in a way that makes a particular thing easy to find :"
competitive,"Dashiell Robert Parr, you are an incredibly competitive boy.",involving competition :
knox,Knox.,"If a building or an area is like Fort Knox, it is impossible to enter or leave it because it is so well protected ."
bakery,The bakery.,a place where bread and cakes are made and sometimes sold
lulu,Lulu!,something that is extremely good or extremely bad :
eyewitness,We have an eyewitness.,"a person who saw something happen , for example , a crime or an accident :"
alias,Previously on Alias.,"used when giving the name that a person is generally known by, after giving their real name :"
howl,Howl!,"If a dog or wolf howls, it makes a long , sad sound :"
panama,Panama.,a man's hat made from straw and usually worn in hot weather
functioning,Functioning.,"the fact of working or operating , or the way that something operates :"
ban,Ban!,"to forbid (= refuse to allow ) something, especially officially :"
fascinated,I'm fascinated.,extremely interested :
bulb,Maybe it's the bulb.,a round root of some plants from which the plant grows :
rapist,Rapist!,a person who forces someone to have sex with them:
sinners,"Holy Mary, mother of God, pray for us sinners now and at the hour of our death.",a person who has broken a religious or moral law :
cassidy,Cassidy.,
reborn,I feel reborn,existing or active again :
challenges,"I can look back on a life of achievement, challenges met, competitors bested, obstacles overcome.",(the situation of being faced with) something that needs great mental or physical effort in order to be done successfully and therefore tests a person's ability :
depot,Home Depot.,"a building where supplies or vehicles , especially buses , are kept :"
countdown,Countdown.,the act of counting backwards to zero:
decline,I decline.,"to gradually become less, worse , or lower :"
accidental,Accidental death.,happening or existing by chance :
lunar,I never found lunar geography so fascinating.,of or relating to the moon :
pursuing,"Perhaps on the rare occasion pursuing the right course demands an act of piracy, piracy itself can be the right course?",present participle of pursue
condoms,Condoms.,a thin rubber covering that a man can wear on his penis during sex to stop a woman becoming pregnant or to protect him or his partner against infectious diseases
woof,Woof!,the sound that a dog makes:
assassins,Assassins!,"someone who kills a famous or important person , usually for political reasons or in exchange for money :"
vacant,It's vacant.,not filled or occupied ; available to be used:
jonah,Jonah.,
abel,Abel!,
posse,Posse?,a group of people who have come together for the same purpose :
spinal,It will involve another spinal.,of the spine :
punches,They move to Cedar Rapids and she punches out a couple of kids.,a forceful hit with a fist (= closed hand ) :
businesses,All businesses having to do with gambling.,the activity of buying and selling goods and services :
collective,They want to imprint you with their own collective memories.,of or shared by every member of a group of people :
rama,Rama!,
shouted,He shouted.,past simple and past participle of shout
errands,I have some errands to run.,a task that involves going somewhere either to take a message or to take or collect something:
om,Om.,
brent,Brent.,
sporting,Not very sporting to fire on an unarmed opponent.,relating to sports :
protects,Kali Ma protects us.,"to keep someone or something safe from injury , damage , or loss :"
medicines,Medicines.,"treatment for illness or injury , or the study of this:"
amos,Amos.,
antony,Antony!,
steed,Steed.,a horse that is ridden :
dolores,Dolores.,
stunned,I'm stunned.,very shocked or surprised :
teen,Teen Titans!,→ teenage
memphis,Memphis?,a large city on the Mississippi river in the southeastern US state of Tennessee:
itch,Nothing is worse than having an itch you can never scratch.,to have or cause an uncomfortable feeling on the skin that makes you want to rub it with your nails :
gomez,Gomez.,
ducky,Ducky.,a friendly way of talking to someone you like:
throats,Throats slashed.,"the front of the neck , or the space inside the neck down which food and air can go:"
bruise,It's just a bruise.,"an injury or mark where the skin has not been broken but is darker in colour , often as a result of being hit by something:"
hungarian,Hungarian?,"belonging to or relating to Hungary, its people , or its language :"
greasy,Snivellus Greasy.,covered with or full of fat or oil :
barrels,Both barrels.,"a large container , made of wood , metal , or plastic , with a flat top and bottom and curved sides that make it fatter in the middle :"
gretchen,Gretchen.,
rotting,You rotting bastard!,present participle of rot
oswald,Oswald.,
dictionary,"I asked for an English-Albanian dictionary, did you bring one?","a book that contains a list of words in alphabetical order and explains their meanings , or gives a word for them in another language ; an electronic product giving similar information on a computer , smartphone , etc.:"
theodore,Theodore.,
surfing,Surfing.,the sport of riding on a wave on a special board
dynasty,"After 241 years of prosperity, the Tang Dynasty is in decline.","a series of rulers or leaders who are all from the same family , or a period when a country is ruled by them:"
mildred,Mildred.,
reich,Fourth Reich fighting men,Germany during the period of Nazi control from 1933 to 1945
lambert,Lambert?,
warfare,Psychological warfare.,"the activity of fighting a war , often including the weapons and methods that are used:"
saunders,Saunders.,
payback,It's payback time.,"an advantage received from something, especially the profit from a financial investment :"
shhh,Shhh!,
viktor,Viktor.,
gauge,Your gauge could be wrong!,"to calculate an amount , especially by using a measuring device :"
muslims,Death to Muslims!,a person who follows the religion of Islam
dungeon,Troll in the dungeon!,"an underground prison , especially in a castle"
bouncing,And you're still bouncing around from girl to girl.,( especially of a baby ) healthy and energetic :
schneider,Schneider.,
relatively,Relatively speaking.,"quite good, bad , etc. in comparison with other similar things or with what you expect :"
straightened,You straightened my brother out?,past simple and past participle of straighten
northwest,Northwest.,the direction that is between north and west :
cola,Coca-Cola.,"a sweet , brown fizzy drink (= one with bubbles ) that does not contain alcohol :"
dinozzo,DiNozzo.,
riders,Black Riders!,a person who travels along on a horse or bicycle :
breaker,Rory Breaker.,a wave moving towards the coast :
tiffany,Tiffany.,
necks,People with ropes around their necks don't always hang.,the part of the body that joins the head to the shoulders :
prem,Prem.,
cannons,Bow cannons!,"a large , powerful gun , usually attached to two or four wheels , that was used in the past to fire heavy stone or metal balls :"
sparks,Sparks!,"a very small piece of fire that flies out from something that is burning , or one that is made by rubbing two hard things together, or a flash of light made by electricity :"
clive,Clive!,
backpack,It's in my backpack.,"a large bag used to carry things on your back, used especially by people who go camping or walking :"
lll,lll be right back.,
stumbled,"Listen, I've stumbled onto something incredible.",past simple and past participle of stumble
pickles,Pickles.,"a vegetable or fruit in vinegar or in salty water , especially a cucumber :"
rowdy,Rowdy.,noisy and possibly violent :
bases,Bases loaded.,plural of base
doorway,A doorway.,"the space in a wall where a door opens , or a covered area just outside a door"
novels,Novels?,a long printed story about imaginary characters and events :
