impress,You don't have to do this to impress me.,exact,to cause someone to admire or respect you:
attempted,The shield must be deactivated if any attack is to be attempted.,exact,(of a crime ) that someone has tried to commit without success :
bee,Subtitles by Red Bee Media Ltd,exact,a yellow and black flying insect that makes honey and can sting you:
lois,I had a few hours until Lois' flight.,exact,
gallery,"Man, it's a shooting gallery down there.",exact,"a room or building that is used for showing works of art , sometimes so that they can be sold :"
hes,Thats because hes the television version.,exact,"used as the subject of a verb to refer to a man, boy , or male animal that has already been mentioned :"
angela,"I never really did it with Angela, Nicky.",exact,
money's,Your money's no good here.,exact,to receive good value from something you have paid for:
copies,Send two copies to Finance.,exact,to intentionally make or do something that is the same as an original piece of work :
sunshine,A butterfly can flap its wings in Peking and in Central Park you get rain instead of sunshine.,exact,the light and heat that come from the sun :
orleans,"See, I come from New Orleans.",exact,"a major port and the largest city in the southern US state of Louisiana, which is known for being the home of jazz (= a type of music ) :"
elected,The Meucci Association has elected you,exact,past simple and past participle of elect
hip,She has a birthmark on her hip.,exact,"the area below the waist and above the legs at either side of the body , or the joint that connects the leg to the upper part of the body :"
envy,"Oh, hate, love, fear, anger, envy.",exact,to wish that you had something that another person has:
fist,How long will Stands With A Fist mourn?,exact,a hand with the fingers and thumb held tightly in:
blank,"It was blank, but the postmark said Fort Hancock, Texas.",exact,"empty or clear , or containing no information or mark :"
prices,"And my prices, they've gone up.",exact,the amount of money for which something is sold :
spiritual,"Well, if he came to me for spiritual advice, I'd say no.",exact,"relating to deep feelings and beliefs , especially religious beliefs :"
mines,Back to the salt mines.,exact,the one(s) belonging to or connected with me:
quarrel,I have no quarrel with you.,exact,an angry disagreement between two or more people or groups :
constantly,"a wanderer, constantly facing other Immortals in combat to the death.",exact,all the time or often:
threaten,Are you trying to threaten me?,exact,to tell someone that you will kill or hurt them or cause problems if they do not do what you want :
counselor,I have declared Phillip my high counselor.,exact,someone who is trained to listen to people and give them advice about their problems :
doug,"You're gonna love this, Doug.",exact,
differently,"People looked at me differently, and they knew I was with somebody.",exact,in a way that is not the same:
jess,"I just can't get it clear in my head, Jess.",exact,
deserted,"It began with a closed, deserted diner and a man too long without sleep to continue his journey.",exact,"If a place is deserted, there are no people in it:"
kidnapping,"We want him for murder, not kidnapping.",exact,an occasion when someone is kidnapped
tide,The tide doesn't come in for six hours!,exact,the rise and fall of the sea that happens twice every day :
dearest,My dearest mama The very one I want to see,exact,used when writing to someone you love :
messing,That's for messing up my hair.,exact,present participle of mess
den,Den schickt er in die weite Welt,exact,the home of particular types of wild animal
officials,"However, officials now attribute the discrepancy to a simple clerical error.",exact,relating to a position of responsibility :
controlled,"The traffic in drugs will be permitted, but controlled.",exact,"involving careful , intentional actions that limit risk or danger :"
franklin,You mean it's not Vermont and Franklin?,exact,
wu,Wu Han's an old friend.,exact,
anderson,"Mr. Anderson, is this your burgundy '98 out here?",exact,
unpleasant,It kills on sight and is generally unpleasant.,exact,not enjoyable or pleasant :
occur,Did that ever occur to you?,exact,( especially of accidents and other unexpected events ) to happen :
gamble,Do you like to gamble?,exact,"to do something that involves risks that might result in loss of money or failure , hoping to get money or achieve success :"
colleague,I'm sure we all agree with our esteemed colleague.,exact,one of a group of people who work together:
identification,Do you have any identification?,exact,the act of recognizing and naming someone or something:
messenger,...from no Western Union messenger.,exact,someone who takes a message or documents from one person to another:
rumor,Rumor has it you're a real cold fish.,exact,"an unofficial interesting story or piece of news that might be true or invented , and quickly spreads from person to person :"
pill,"When Ramjet takes a Proton Pill, The crooks begin to worry.",exact,a small solid piece of medicine that a person swallows without chewing (= crushing with the teeth ) :
explode,"She'll get your cock so hard, she'll make it explode.",exact,"to break up into pieces violently , or to cause something to do this:"
jew,Give it to a Jew Congressman in another district.,exact,a member of a people whose traditional religion is Judaism :
thirsty,"As soon as I hit the desert, I'm thirsty.",exact,needing to drink :
expedition,"Sir, this is something of an expedition.",exact,an organized journey for a particular purpose :
timing,Still pining for that two-timing slut?,exact,the time when something happens :
hooked,Let's get the falls hooked up!,exact,"enjoying something so much that you are unable to stop having it, watching it, doing it, etc.:"
driver's,"May I see your driver's license, please?",exact,"official permission for someone to drive a car , received after passing a driving test , or a document showing this:"
curiosity,"Curiosity killed the cat, you know.",exact,an eager wish to know or learn about something:
phase,This is the last phase.,exact,any stage in a series of events or in a process of development :
bowling,Do you know what bowling is?,exact,"a game played inside, in which you roll a heavy ball down a track to try to knock down a group of pins (= tall , thin wooden objects )"
desires,Desires don't come into this.,exact,"to want something, especially strongly :"
carries,She walks softly but she carries a big gun,exact,"to hold something or someone with your hands , arms , or on your back and transport it, him, or her from one place to another:"
ba,Ba-boom-a-rang-rang-rang,exact,"abbreviation for Bachelor of Arts : a first university degree (= qualification ) in the arts or social sciences , or someone who has this degree :"
forgiveness,Seek ye the forgiveness of God.,exact,the act of forgiving or the willingness to forgive :
ned,"Ned, I wouldn't worry too much about this contract.",exact,a young person who behaves in a rude and sometimes violent or criminal way:
experiments,They'll give it a lobotomy or do experiments on it or something.,exact,a test done in order to learn something or to discover if something works or is true :
depressed,I was depressed when I got up this morning.,exact,unhappy and without hope :
pope,The Pope himself would have to approve you.,exact,the leader of the Roman Catholic Church :
molly,We all called her Molly.,exact,
believing,If you keep on believing,exact,present participle of believe
fears,Who among you still fears death?,exact,"an unpleasant emotion or thought that you have when you are frightened or worried by something dangerous , painful , or bad that is happening or might happen :"
assured,You can rest assured that's not going to happen with me.,exact,showing skill and confidence :
sayin,I'm just sayin' it's fuckin' dangerous to have a race car in the fuckin' red.,exact,
nurses,It's like a textbook they give to nurses.,exact,"(the title given to) a person whose job is to care for people who are ill or injured , especially in a hospital :"
accuse,What do you call it when the assassins accuse the assassin?,exact,"to say that someone has done something morally wrong , illegal , or unkind :"
purple,He puts his hand in your shirt and squeezes your tit till it's purple.,exact,of a dark reddish-blue colour :
rented,More like rented you cheap!,exact,used to refer to something that you rent :
warren,"Sergeant Warren, you bring that honcho over here.",exact,a series of connecting underground passages and holes in which rabbits live
cheek,When we're out together dancing cheek to cheek,exact,the soft part of your face that is below your eye and between your mouth and ear :
sings,Not until the fat lady sings.,exact,"to make musical sounds with the voice , usually a tune with words:"
aliens,A place of commerce and diplomacy for a quarter of a million humans and aliens.,exact,relating to creatures from another planet :
ol,Just watch ol' Bandit run,exact,abbreviation for organizational learning
holidays,I stayed with Lieutenant Dan and celebrated the holidays.,exact,"a time when someone does not go to work or school but is free to do what they want , such as travel or relax :"
hats,We even have hats that say Bubba-Gump on them.,exact,a covering for the head that is not part of a piece of clothing :
abuse,"I got a threshold, Jules, for the abuse that I will take.",exact,to use something for the wrong purpose in a way that is harmful or morally wrong :
reminded,"I reminded you about it, but I didn't illustrate how personal the watch was to me.",exact,past simple and past participle of remind
heh,"I am, uh, crazy about the blond, heh.",exact,
gossip,I need to catch up on my gossip.,exact,"conversation or reports about other people's private lives that might be unkind , disapproving , or not true :"
bart,Freedom for Nick and Bart.,exact,
filling,"Listen, do you mind filling me in on what I missed?",exact,any material used to fill something:
mcgarrett,Patch me through to McGarrett.,exact,
sober,"Doc, come on, sober up, buddy.",exact,not having drunk alcohol or not affected by alcohol :
lucas,Remember little Lucas six years ago?,exact,
courtroom,I stood in the courtroom like a fool.,exact,a room where a law court meets :
woody,"Woody, what are you doing?",exact,"like wood , for example in taste or smell"
lungs,He's taking the fluid into his lungs.,exact,either of the two organs in the chest with which people and some animals breathe :
remaining,Here is a list of surpluses and needs remaining.,exact,continuing to exist or be left after other parts or things have been used or taken away:
bloke,"Heard about this one bloke, he walks into a bank with a portable phone.",exact,"a man, often one who is considered to be ordinary :"
narrow,"Always the same narrow people, the same mindless chatter.",exact,"having a small distance from one side to the other, especially in comparison with the length :"
portrait,I think I'll go take a look at that portrait.,exact,"a painting , photograph , drawing , etc. of a person or, less commonly , of a group of people :"
corporation,What do they want out of the Tyrell Corporation?,exact,a large company or group of companies that is controlled together as a single organization :
attacking,Only the fighters are attacking.,exact,"in sports and games , relating to moving forward to try to score points , goals , etc.:"
officially,I have been officially accused of murder by the Army.,exact,formally and in a way agreed to or arranged by people in positions of authority :
monica,"Monica, I can get us a table.",exact,
karl,"Oh, Karl, we've got rats in the attic.",exact,
fare,Fare-thee-well To the Straits of Gibraltar,exact,the money that you pay for a journey in a vehicle such as a bus or train :
backs,Put your backs into it!,exact,"in, into, or towards a previous place or condition , or an earlier time :"
writes,Burt just writes the tunes.,exact,"to make marks that represent letters , words, or numbers on a surface , such as paper or a computer screen , using a pen , pencil , or keyboard , or to use this method to record thoughts , facts , or messages :"
buddies,I'd like you to meet two buddies of mine.,exact,a friend :
ruby,You can call me Ruby.,exact,"a transparent , dark red precious stone , often used in jewellery :"
congress,The guy that got canned by Congress.,exact,a large formal meeting of representatives from countries or societies at which ideas are discussed and information is exchanged :
logical,It's the only logical explanation.,exact,using reason :
exposed,You've all been exposed to it.,exact,having no protection from bad weather :
lawn,I will be forced to tell him that you did not help and let her die on your lawn.,exact,"an area of grass , especially near to a house or in a park , that is cut regularly to keep it short :"
mule,They don't usually limit their fire to the mule.,exact,"an animal whose mother is a horse and whose father is a donkey , used especially for transporting goods"
uncomfortable,I hid this uncomfortable hunk of metal up my ass two years.,exact,"not feeling comfortable and pleasant , or not making you feel comfortable and pleasant :"
receiving,Receiving you loud and clear.,exact,present participle of receive
appointed,"If you so desire and cannot afford one, an attorney will be appointed for you without charge before questioning.",exact,officially chosen for a job or responsibility :
bridges,So much for bridges and helicopters.,exact,"a structure that is built over a river , road , or railway to allow people and vehicles to cross from one side to the other:"
moonlight,"Moonlight that makes me want to cry, midnight that keeps me from calling",exact,the pale light of the moon :
sandwiches,I'll come back later with a couple of sandwiches.,exact,"two pieces of bread with food such as cheese , salad , or meat between them :"
toe,"Ta, te, ti, toe, too.",exact,any of the five separate parts at the end of the foot :
chess,The man likes to play chess.,exact,"a game played by two people on a square board , in which each player has 16 pieces that can be moved on the board in different ways"
assumed,They assumed he was one of them.,exact,past simple and past participle of assume
catholic,"Do you believe in the Holy Ghost, the Holy Catholic Church?",exact,including many different types of thing:
regards,Give my regards to your wife.,exact,greetings and expressions of affection :
maximum,These men promptly escaped... from a maximum-security stockade... to the Los Angeles underground.,exact,being the largest amount or number allowed or possible :
cape,Take on your cape and face the wind Get on your horse and ride forward,exact,a very large piece of land sticking out into the sea :
reservation,You are entering a military reservation and subject to military law.,exact,an arrangement in which something such as a seat on an aircraft or a table at a restaurant is kept for you:
therapy,His therapy was going nowhere.,exact,"a treatment that helps someone feel better , grow stronger , etc., especially after an illness :"
seed,Your seed is the key to a new future.,exact,"a small , round or oval object produced by a plant and from which, when it is planted , a new plant can grow :"
attracted,Are you attracted to me?,exact,past simple and past participle of attract
pee,"Hi, hi, hi there, my Pee and Em.",exact,informal for urinate
rogers,City Councilman Rogers represents that future.,exact,used in radio communications to mean that a message has been received and understood :
pork,"No, man, I don't eat pork.",exact,"meat from a pig , eaten as food :"
heal,"An injury that goes beyond neglect and like a bruise, it will be slow to heal.",exact,"to make or become well again, especially after a cut or other injury :"
ammunition,"Chico, give out the ammunition.",exact,"objects that can be shot from a weapon , such as bullets or bombs :"
bent,"Bones are bent outward, like he exploded from inside.",exact,past simple and past participle of bend
brick,"Sealed off, brick by brick.",exact,a rectangular block of hard material used for building walls and houses :
swamp,"If we go back, they'll swamp the boat.",exact,"(an area of) very wet , soft land :"
positions,Lock S-foils in attack positions.,exact,"the place where something or someone is, often in relation to other things:"
passenger,You gonna drive around with a tiger in your passenger seat?,exact,"a person who is travelling in a vehicle but is not driving it, flying it, or working on it:"
reply,This was her wise reply,exact,to answer :
kirk,You get to meet Captain Kirk?,exact,a church
insulted,And you've insulted me.,exact,past simple and past participle of insult
seventh,The horses are approaching the starting gate for the seventh race.,exact,7th written as a word:
execution,"No trial, no jury, straight to execution.",exact,the legal punishment of killing someone:
typical,It is so typical of you to create a problem like this when I finally have a chance to accomplish something!,exact,showing all the characteristics that you would usually expect from a particular group of things:
larger,"We need larger prisons, more money.",exact,big in size or amount :
budget,We're just over budget on the amperage.,exact,a plan to show how much money a person or organization will earn and how much they will need or be able to spend :
sleeps,Luca never sleeps over with a broad.,exact,the resting state in which the body is not active and the mind is unconscious :
beth,So Nilsen had a report on Beth.,exact,
shocked,"Are you shocked, Mr. Williams?",exact,surprised or upset because something unexpected and usually unpleasant has happened :
computers,You know anything about computers?,exact,"an electronic machine that is used for storing , organizing , and finding words, numbers , and pictures , for doing calculations , and for controlling other machines :"
ties,It ties you to the old life.,exact,"the friendly feelings that people have for other people , or special connections with places :"
occupied,In prison a man will do most anything to keep his mind occupied.,exact,An occupied place is being controlled by an army or group of people that has moved into it:
skipper,"Skipper, SS Venture, you are approaching the breakwater at flank speed.",exact,"the captain of a ship or boat , a sports team , or an aircraft :"
bailey,He was also the most shameless exhibitionist since Barnum and Bailey.,exact,the open area inside the outer wall of a castle
fatal,To make an alteration in the evolvement of an organic life system is fatal.,exact,"A fatal illness , accident , etc. causes death :"
ceiling,You never actually stood there and looked up at that beautiful ceiling.,exact,the inside surface of a room that you can see when you look above you
lip,What's wrong with your lip?,exact,one of the two soft parts that form the upper and lower edges of the mouth :
meters,"According to this, it's within five meters.",exact,a device that measures and records the amount of something that is used or present :
examined,I ought to have my head examined.,exact,past simple and past participle of examine
produced,"Babylon 5 is produced by Babylonian Productions, Inc and distributed by Warner Bros. Domestic TV Distribution.",exact,past simple and past participle of produce
destination,I can't do a goddamn thing without a destination.,exact,the place where someone is going or where something is being sent or taken:
chairs,Get some chairs and some glasses.,exact,"a seat for one person that has a back, usually four legs , and sometimes two arms"
executed,Is that why you were to be executed?,exact,past simple and past participle of execute
circles,"Marking it with twin circles, I feel a bit more grown-up!",exact,"a continuous curved line , the points of which are always the same distance away from a fixed central point , or the area inside such a line :"
rig,Since when does it take three days to rig a cable?,exact,"to arrange dishonestly for the result of something, for example an election , to be changed :"
european,"I don't know why, I just thought he'd be European or something.",exact,belonging to or relating to Europe or its people :
twins,Give my regards to Alison and the twins.,exact,either of two children born to the same mother on the same occasion :
employees,On the possibility they might try to infiltrate as employees I had Holden go over and run Voight-Kampff tests on the new workers.,exact,someone who is paid to work for someone else :
trousers,You'd better get into some trousers too.,exact,"a piece of clothing that covers the lower part of the body from the waist to the feet , consisting of two cylinder-shaped parts , one for each leg , that are joined at the top :"
philosophy,How's that for a bit of homespun philosophy?,exact,"the use of reason in understanding such things as the nature of the real world and existence , the use and limits of knowledge , and the principles of moral judgment :"
russell,Officers Russell and Burwell report to the duty officer.,exact,a type of small terrier (= a dog bred to chase animals from holes ) with short white hair and brown or black marks :
satisfaction,"Don't give them the satisfaction, the fucks.",exact,"a pleasant feeling that you get when you receive something you wanted , or when you have done something you wanted to do:"
rage,The creature is driven by rage and pursued by an investigative reporter.,exact,(a period of) extreme or violent anger :
tales,"Tales of derring-do, bad and good-luck tales",exact,"a story , especially one that might be invented or difficult to believe :"
raymond,What was Raymond doing with his hands?,exact,
sunny,"I made them just the way you like them, sunny-side up.",exact,bright because of light from the sun :
fraud,There's not a day in my life that I don't feel like a fraud.,exact,the crime of getting money by deceiving people :
worm,You think I'm a fucking worm like you?,exact,"a small animal with a long , narrow , soft body without arms , legs , or bones :"
automatic,You interested in an automatic?,exact,An automatic machine or device is able to operate independently of human control :
maniac,That guy was a drunken maniac.,exact,a person who has a very strong interest in a particular activity :
crook,Not for an old crook like me.,exact,"a very dishonest person , especially a criminal or a cheat :"
backup,So we need a new backup.,exact,"(someone or something that provides ) support or help , or something that you have arranged in case your main plans , equipment , etc. go wrong :"
belief,"It's the best part of each one of us, the belief that anything is possible.",exact,the feeling of being certain that something exists or is true :
races,We'll take her to the races.,exact,a series of horse races in a particular place on one day :
hawk,"Hawk One-Two, Dove One-Three, roger.",exact,a type of large bird that catches small birds and animals for food
cured,You have to be cured.,exact,past simple and past participle of cure
colleagues,"Your Honor, may I have a minute to confer with my colleagues?",exact,one of a group of people who work together:
gathering,I'm walking through the jungle gathering mangos.,exact,a party or a meeting when many people come together as a group :
vienna,"No, I want her to come back to Vienna with me.",exact,"the capital city of Austria, situated in the northeastern part of the country"
brandon,"Brandon, how did you feel?",exact,
closest,The one that's closest to the edge of the building.,exact,"to change from being open to not being open , or to cause something to do this:"
apples,How do you like them apples?,exact,"a round fruit with firm , white flesh and a green , red , or yellow skin :"
springs,And he springs this serious gourmet shit on us.,exact,"the season of the year between winter and summer , lasting from March to June north of the equator , and from September to December south of the equator , when the weather becomes warmer , leaves and plants start to grow again and flowers appear :"
deer,We took a ride out to the country and hit a deer.,exact,a quite large animal with four legs that eats grass and leaves . The male usually has antlers (= wide horns like branches ) . The female is called a hind or a doe and the male a stag or buck :
generations,"And if it's not the gooks, it's these old fuckin' Jews who've owned the store for 15 fucking generations.",exact,all the people of about the same age within a society or within a particular family :
ministry,I just happen to work at the Ministry of Information.,exact,"in Britain and some other countries , a department of the government led by a minister :"
dessert,It says right here it is a dessert wine.,exact,sweet food eaten at the end of a meal :
theirs,"Theirs was a slave ship, carrying a quarter-million beings... bred to adapt and labor in any environment.",exact,the one(s) belonging to or connected with them:
pilots,All pilots to your stations.,exact,a person who flies an aircraft :
juan,Tuco Benedicto Pacifico Juan Maria Ramirez...,exact,a man who has had sex with a lot of women
innocence,The proof of our innocence must be there in the evidence.,exact,the fact that someone is not guilty of a crime :
confident,"You are a strong, confident woman who does not need to smoke.",exact,"being certain of your abilities or having trust in people , plans , or the future :"
reverse,I've isolated the reverse power flux coupling.,exact,"to change the direction , order , position , result , etc. of something to its opposite :"
cavalry,"Chill them niggers out and wait for the cavalry, which should be coming directly.",exact,"the group of soldiers in an army who fight in tanks , or ( especially in the past) on horses"
reaching,Do you need help reaching anything?,exact,present participle of reach
lung,I took a man who was going up past the bridge at Do Lung.,exact,either of the two organs in the chest with which people and some animals breathe :
barracks,Go back to the barracks.,exact,a building or group of buildings where soldiers live :
broadway,Broadway rhythm It's got me,exact,"a street in the entertainment district of New York, where there are many theatres , or the type of theatre in this area :"
ape,Ape shall never kill ape.,exact,"an animal like a large monkey with no tail , that uses its arms to move through trees :"
marshall,He expected that we'd be talking to Marshall.,exact,a country formed of a group of islands in the Pacific Ocean
poverty,I've got a vow of poverty.,exact,the condition of being extremely poor :
eternity,A habit born of a long contemplation of eternity.,exact,time that never ends or that has no limits :
didnt,Why didnt you tell me?,exact,
waitin,What are you waitin' for?,exact,
bicycle,Of a bicycle built for two,exact,a two-wheeled vehicle that you sit on and move by turning the two pedals (= flat parts you press with your feet ) :
porch,Come out on the porch and I'll tell you.,exact,a covered structure in front of the entrance to a building :
chopper,The CO's on that chopper.,exact,informal for helicopter
strain,Perhaps you're tired after the strain of the day.,exact,"a force or influence that stretches , pulls , or puts pressure on something, sometimes causing damage :"
demonstration,Thank you for the demonstration.,exact,"the act of showing someone how to do something, or how something works :"
performed,"Captioning performed by the national captioning institute, inc.",exact,past simple and past participle of perform
hoss,"You're on leave, Hoss.",exact,
carrington,Carrington informs me Martian alive.,exact,
devil's,What the devil's going on?,exact,"someone who pretends , in an argument or discussion , to be against an idea or plan that a lot of people support , in order to make people discuss and consider it in more detail :"
khan,Legendary was the Xanadu where Kubla Khan decreed his stately pleasure dome.,exact,
hostages,I don't want the hostages to think too much.,exact,someone who is taken as a prisoner by an enemy in order to force the other people involved to do what the enemy wants :
vampire,He's some kind of vampire?,exact,(in stories ) a dead person who comes back to life and sucks blood from other people at night :
ultimate,Me and my squad of ultimate badasses will protect you.,exact,"most extreme or important because either the original or final , or the best or worst :"
communicate,which we must now communicate to you.,exact,"to share information with others by speaking , writing, moving your body , or using other signals :"
brooklyn,They're arranging a meeting in Brooklyn.,exact,
bandits,If he finds he's using four divisions to fend off a handful of bandits he'll withdraw.,exact,"a thief with a weapon , especially one belonging to a group that attacks people travelling through the countryside"
rebel,The Rebel Alliance is too well equipped.,exact,a person who is opposed to the political system in their country and tries to change it using force :
edith,Edith has been talking about her job.,exact,
continued,Barry's training continued at the camp.,exact,"still happening , existing , or done:"
peg,Wouldn't peg him as a Polo man.,exact,"a small stick or hook that sticks out from a surface and from which objects , especially clothes , can hang :"
alfred,"Actually, Alfred is my family.",exact,
respects,I've come to pay my respects.,exact,admiration felt or shown for someone or something that you believe has good ideas or qualities :
tons,"Humans and aliens, wrapped in 2,500,000 tons of spinning metal, all alone in the night.",exact,an extremely large amount :
smashed,He smashed up some of the chopper pretty good.,exact,past simple and past participle of smash
crowded,"In a crowded city, as I bump shoulders, I'm all alone.",exact,"If a place is crowded, it is full of people :"
technical,Don't get technical with me.,exact,"relating to the knowledge , machines , or methods used in science and industry :"
courtesy,Through the courtesy of Fred's two feet,exact,"polite behaviour , or a polite action or remark :"
glove,It's in the glove compartment.,exact,"a piece of clothing that is worn on the hand and wrist for warmth or protection , with separate parts for each finger :"
pathetic,"There's your 4, you pathetic piece of shit.",exact,"causing feelings of sadness , sympathy , or sometimes lack of respect , especially because a person or an animal is suffering :"
chicks,You know how you pick up chicks in this country?,exact,"a baby bird , especially a young chicken"
announced,They announced it on the radio.,exact,past simple and past participle of announce
stare,Why do you stare at me?,exact,"to look for a long time with the eyes wide open , especially when surprised , frightened , or thinking :"
rays,"Cheap domes, no air to clean the rays.",exact,"a narrow beam of light , heat , etc. travelling in a straight line from its place of origin :"
smarter,I thought you'd be smarter than this.,exact,"having a clean , tidy , and stylish appearance :"
document,Round up all suspicious characters and search them for stolen document.,exact,"a paper or set of papers with written or printed information , especially of an official type :"
wolves,"Behold, I send you out as sheep amidst the wolves.",exact,plural of wolf
scar,"Where'd you get the beauty scar, tough guy?",exact,"a mark left on part of the body after an injury , such as a cut , has healed :"
amusing,That's an amusing anecdote about a drug deal.,exact,entertaining and funny :
gently,"Row, row, row your boat Gently down the stream",exact,"calmly , kindly , or softly :"
forehead,"When I touch your forehead, open your eyes.",exact,"the flat part of the face , above the eyes and below the hair :"
exception,But we seem to be the exception.,exact,"someone or something that is not included in a rule , group , or list or that does not behave in the expected way:"
chang,Chang chang chang-it-ty chang shoo-bop,exact,
breed,How do you know they can't breed?,exact,to keep animals for the purpose of producing young animals in a controlled way:
stabbed,Her father stabbed her through the heart.,exact,past simple and past participle of stab
denied,And your chance won't be denied,exact,past simple and past participle of deny
barnes,Barnes believes in what he's doing.,exact,
reserve,That's why he put it on reserve.,exact,to keep something for a particular purpose or time :
sensors,The sensors are in place.,exact,a device that is used to record that something is present or that there are changes in something:
cameras,So you didn't get anything on the cameras.,exact,a device for taking photographs or making films or television programmes :
auto,I got here Auto Repair and Soap Carving.,exact,a car :
hut,Hut-Sut Rawlson on the rillerah,exact,"a small , simple building , usually consisting of one room :"
atomic,'Medium atomic weights are available.,exact,relating to atoms :
archie,"A real man makes his own luck, Archie.",exact,
seeking,Some nutcase seeking money or publicity.,exact,used with nouns to form words that mean trying to get or find the thing stated :
consideration,"After careful consideration, I've decided not to endorse your park.",exact,the act of thinking about something carefully :
pursuit,Freed him to run before the relentless pursuit of the police lieutenant obsessed with his capture.,exact,"an activity that you spend time doing, usually when you are not working :"
cole,I don't want to be kissing Nat King Cole over here.,exact,
benny,Me and Benny have lunch together.,exact,"a pill containing Benzedrine, which is a type of amphetamine (= a drug that makes the mind or body more active ) :"
guardian,Are you the legal guardian of John Connor?,exact,"a person who has the legal right and responsibility of taking care of someone who cannot take care of himself or herself, such as a child whose parents have died :"
claimed,A Libyan terrorist group had claimed responsibility for the alleged theft.,exact,past simple and past participle of claim
protest,We're not gonna protest!,exact,"a strong complaint expressing disagreement , disapproval , or opposition :"
rubbish,What rubbish are you talking?,exact,waste material or things that are no longer wanted or needed :
keen,"Spartacus takes too keen an interest in our plans, I fear.",exact,"very interested , eager , or wanting (to do) something very much:"
declared,How long after we're declared overdue can we expect a rescue?,exact,A declared fact is one that someone has publicly said or admitted :
consent,We haven't exactly received my father's consent yet.,exact,permission or agreement :
ridge,Imperial walkers on the north ridge.,exact,"a long , narrow raised part of a surface , especially a high edge along a mountain :"
proposition,I've got a proposition for you.,exact,"an offer or suggestion , usually in business :"
obliged,I'm very much obliged to you.,exact,to be forced to do something or feel that you must do something:
september,"Come September, the picnic's over.",exact,"the ninth month of the year , after August and before October :"
assist,I doubt there's any danger in just having him assist.,exact,to help :
dried,The desert has dried up more blood than you could think of.,exact,past simple and past participle of dry
australia,"She just moved here from Sydney, Australia.",exact,a large country in the southwest Pacific Ocean
simpson,"It's those pearls, Mr. Simpson.",exact,
candles,Should I put the candles on now?,exact,a stick-shaped piece of wax with a wick (= piece of string ) in the middle of it that produces light as it slowly burns :
tracking,I've designed this tracking device.,exact,the act of putting students with similar abilities in a group and teaching them together:
chester,"Chester chooses chestnuts, cheddar cheese with chewy chives.",exact,
withdraw,He proposes that you withdraw your attack.,exact,"to take or move out or back, or to remove :"
lick,I want you to lick it.,exact,to move the tongue across the surface of something:
bonus,Let's go over the bonus situation.,exact,an extra amount of money that is given to you as a present or reward for good work as well as the money you were expecting :
invasion,Looks like they're preparing an invasion.,exact,an occasion when an army or country uses force to enter and take control of another country :
wooden,Don't take any wooden nickels.,exact,made of wood :
region,Mankind has colonized the last unexplored region on Earth... the ocean.,exact,"a particular area or part of the world , or any of the large official areas into which a country is divided :"
candle,And not just to light a little candle.,exact,a stick-shaped piece of wax with a wick (= piece of string ) in the middle of it that produces light as it slowly burns :
tag,"What do you mean, tag along?",exact,"a small piece of paper , cloth , or metal with information on it, tied or stuck onto something, or worn by a person or an animal :"
talented,"By the way, I have a recording of her talented voice.",exact,with talent ; able or skilful :
wallace,Wallace will let you know.,exact,
addition,"In addition, the library district has generously responded with a donation of used books and sundries.",exact,the process of adding numbers or amounts together:
connect,How do you connect those two?,exact,to join or be joined with something else :
bonnie,"When Bonnie goes shopping, she buys shit.",exact,
affected,"The edema affected her brain, you understand?",exact,artificial and not sincere :
bothers,You know what bothers me?,exact,to make the effort to do something:
stunt,Andy got two weeks in the hole for that little stunt.,exact,"an exciting action , usually in a film , that is dangerous or appears dangerous and usually needs to be done by someone skilled :"
scheduled,He's scheduled for 60 Minutes next.,exact,planned to happen at a particular time :
scan,Nothing on the infrared body scan.,exact,"to look at something carefully , with the eyes or with a machine , in order to get information :"
judges,He had all the judges and politicians in his pocket.,exact,"a person who is in charge of a trial in a court and decides how a person who is guilty of a crime should be punished , or who makes decisions on legal matters :"
stir,I've had some long nights in stir.,exact,to mix a liquid or other substance by moving an object such as a spoon in a circular pattern :
practicing,How long have you been practicing?,exact,actively involved in a religion :
rang,Ba-boom-a-rang-rang-rang,exact,past simple of ring
unexpected,This is an unexpected pleasure.,exact,not expected :
shotgun,"Not a pistol, not a shotgun, a fuckin' phone.",exact,"a long gun that fires a large number of small metal bullets at one time , designed for shooting birds and animals :"
pre,"Crew Ops, verify all pre-test procedures are complete.",exact,before (a time or an event ):
porter,I'll have a porter show you the room.,exact,"a person whose job is to carry things, especially travellers ' bags at railway stations , airports , hotels etc.:"
surprises,You're full of surprises.,exact,an unexpected event :
relieved,I'm relieved that you're home.,exact,happy that something unpleasant has not happened or has ended :
makin,Lots of coal makin' lots of 'eat,exact,
lemon,"A gin and orange, a lemon squash and a scotch and water, please!",exact,"an oval fruit that has a thick , yellow skin and sour juice , or the small tree on which this fruit grows :"
tracy,Then he winds up in gladiator academies like Chino and Tracy.,exact,
snakes,Why did it have to be snakes?,exact,a reptile with a long body and no legs :
chapter,"Wesley and I lived together in Berkeley, and he's the president of the Berkeley chapter of SDS.",exact,"any of the separate parts into which a book or other piece of text is divided , usually given a number or title :"
pond,The animals in the pond had not been poisoned.,exact,"an area of water smaller than a lake , often artificially made:"
constable,He's the chief constable of the county.,exact,a British police officer of the lowest rank
tremendous,There is a tremendous amount of activity.,exact,"very great in amount or level , or extremely good:"
